N_awal,P_awal,K_awal,N_target,P_target,K_target,Kekurangan_N,Kekurangan_P,Kekurangan_K,Dosis_Pupuk_Gram
4.4,0.0,29.6,30,40,100,25.6,40.0,70.4,5.0
41.2,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
0.4,14.3,0.0,30,40,100,29.6,25.7,100.0,5.0
26.8,26.5,202.0,30,40,100,3.2,13.5,0.0,1.7
25.7,0.0,0.0,30,40,100,4.3,40.0,100.0,5.0
56.9,16.7,71.3,30,40,100,0.0,23.3,28.7,2.9
39.5,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
25.2,31.4,0.0,30,40,100,4.8,8.6,100.0,5.0
49.2,0.0,49.9,30,40,100,0.0,40.0,50.1,5.0
65.5,2.3,0.0,30,40,100,0.0,37.7,100.0,5.0
41.8,0.0,17.7,30,40,100,0.0,40.0,82.3,5.0
26.2,30.3,235.3,30,40,100,3.8,9.7,0.0,1.2
0.0,1.6,107.8,30,40,100,30.0,38.4,0.0,5.0
0.0,72.9,148.6,30,40,100,30.0,0.0,0.0,5.0
17.3,52.8,140.0,30,40,100,12.7,0.0,0.0,2.1
8.6,33.6,65.4,30,40,100,21.4,6.4,34.6,3.6
20.6,4.4,38.0,30,40,100,9.4,35.6,62.0,4.4
27.6,51.8,93.6,30,40,100,2.4,0.0,6.4,0.4
41.0,64.2,87.1,30,40,100,0.0,0.0,12.9,0.6
23.9,42.2,27.6,30,40,100,6.1,0.0,72.4,3.6
39.8,101.0,84.0,30,40,100,0.0,0.0,16.0,0.8
27.8,54.9,16.5,30,40,100,2.2,0.0,83.5,4.2
0.0,73.2,59.7,30,40,100,30.0,0.0,40.3,5.0
0.0,41.8,46.5,30,40,100,30.0,0.0,53.5,5.0
21.8,63.6,0.0,30,40,100,8.2,0.0,100.0,5.0
0.0,4.4,0.0,30,40,100,30.0,35.6,100.0,5.0
43.0,18.0,0.0,30,40,100,0.0,22.0,100.0,5.0
69.5,50.5,219.0,30,40,100,0.0,0.0,0.0,0.0
60.7,50.2,48.5,30,40,100,0.0,0.0,51.5,2.6
19.9,56.9,136.1,30,40,100,10.1,0.0,0.0,1.7
68.4,80.7,0.0,30,40,100,0.0,0.0,100.0,5.0
30.2,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
16.4,0.0,0.0,30,40,100,13.6,40.0,100.0,5.0
8.5,45.7,57.2,30,40,100,21.5,0.0,42.8,3.6
17.3,7.3,268.8,30,40,100,12.7,32.7,0.0,4.1
14.9,172.4,110.6,30,40,100,15.1,0.0,0.0,2.5
30.8,57.2,210.2,30,40,100,0.0,0.0,0.0,0.0
30.5,33.3,53.0,30,40,100,0.0,6.7,47.0,2.3
26.0,15.7,183.6,30,40,100,4.0,24.3,0.0,3.0
38.4,17.1,240.7,30,40,100,0.0,22.9,0.0,2.9
59.9,37.7,64.7,30,40,100,0.0,2.3,35.3,1.8
53.0,41.0,30.0,30,40,100,0.0,0.0,70.0,3.5
0.0,18.1,0.0,30,40,100,30.0,21.9,100.0,5.0
0.0,25.5,48.6,30,40,100,30.0,14.5,51.4,5.0
52.6,90.5,80.1,30,40,100,0.0,0.0,19.9,1.0
0.0,92.2,237.3,30,40,100,30.0,0.0,0.0,5.0
19.6,46.6,0.0,30,40,100,10.4,0.0,100.0,5.0
0.0,0.0,78.3,30,40,100,30.0,40.0,21.7,5.0
0.0,58.1,0.0,30,40,100,30.0,0.0,100.0,5.0
41.4,99.0,39.1,30,40,100,0.0,0.0,60.9,3.0
47.6,91.6,98.6,30,40,100,0.0,0.0,1.4,0.1
9.5,66.0,114.8,30,40,100,20.5,0.0,0.0,3.4
0.0,93.7,121.0,30,40,100,30.0,0.0,0.0,5.0
10.4,38.6,105.5,30,40,100,19.6,1.4,0.0,3.3
37.1,61.7,120.3,30,40,100,0.0,0.0,0.0,0.0
0.0,9.0,77.2,30,40,100,30.0,31.0,22.8,5.0
31.2,48.2,0.0,30,40,100,0.0,0.0,100.0,5.0
25.5,90.0,0.0,30,40,100,4.5,0.0,100.0,5.0
42.4,12.7,29.4,30,40,100,0.0,27.3,70.6,3.5
29.4,1.8,62.6,30,40,100,0.6,38.2,37.4,4.8
0.0,40.4,174.6,30,40,100,30.0,0.0,0.0,5.0
60.0,27.3,65.4,30,40,100,0.0,12.7,34.6,1.7
21.4,62.6,57.6,30,40,100,8.6,0.0,42.4,2.1
25.2,18.2,104.6,30,40,100,4.8,21.8,0.0,2.7
0.0,105.6,51.7,30,40,100,30.0,0.0,48.3,5.0
13.3,0.0,138.9,30,40,100,16.7,40.0,0.0,5.0
0.8,86.9,233.1,30,40,100,29.2,0.0,0.0,4.9
21.0,5.7,250.2,30,40,100,9.0,34.3,0.0,4.3
74.7,0.0,81.3,30,40,100,0.0,40.0,18.7,5.0
0.0,46.0,100.7,30,40,100,30.0,0.0,0.0,5.0
0.0,26.2,200.8,30,40,100,30.0,13.8,0.0,5.0
67.8,0.0,61.4,30,40,100,0.0,40.0,38.6,5.0
20.0,0.0,128.3,30,40,100,10.0,40.0,0.0,5.0
6.9,36.1,0.0,30,40,100,23.1,3.9,100.0,5.0
55.6,75.7,48.4,30,40,100,0.0,0.0,51.6,2.6
8.7,60.0,166.7,30,40,100,21.3,0.0,0.0,3.6
78.0,38.7,15.6,30,40,100,0.0,1.3,84.4,4.2
45.3,55.7,63.2,30,40,100,0.0,0.0,36.8,1.8
12.1,35.4,0.0,30,40,100,17.9,4.6,100.0,5.0
87.4,0.0,235.3,30,40,100,0.0,40.0,0.0,5.0
8.7,0.0,175.4,30,40,100,21.3,40.0,0.0,5.0
47.1,28.3,88.7,30,40,100,0.0,11.7,11.3,1.5
34.5,30.0,114.4,30,40,100,0.0,10.0,0.0,1.2
63.0,70.7,105.4,30,40,100,0.0,0.0,0.0,0.0
70.4,66.9,185.1,30,40,100,0.0,0.0,0.0,0.0
26.9,60.8,31.7,30,40,100,3.1,0.0,68.3,3.4
4.5,25.2,132.5,30,40,100,25.5,14.8,0.0,4.2
39.1,0.0,160.4,30,40,100,0.0,40.0,0.0,5.0
6.7,53.0,171.5,30,40,100,23.3,0.0,0.0,3.9
83.3,57.6,0.0,30,40,100,0.0,0.0,100.0,5.0
29.8,0.0,25.2,30,40,100,0.2,40.0,74.8,5.0
15.5,2.9,0.0,30,40,100,14.5,37.1,100.0,5.0
31.2,8.6,85.6,30,40,100,0.0,31.4,14.4,3.9
0.0,41.2,0.0,30,40,100,30.0,0.0,100.0,5.0
0.0,4.1,0.0,30,40,100,30.0,35.9,100.0,5.0
60.1,34.9,248.5,30,40,100,0.0,5.1,0.0,0.6
7.2,28.0,123.3,30,40,100,22.8,12.0,0.0,3.8
0.0,30.0,83.3,30,40,100,30.0,10.0,16.7,5.0
41.2,7.6,102.8,30,40,100,0.0,32.4,0.0,4.0
59.7,10.7,85.3,30,40,100,0.0,29.3,14.7,3.7
46.4,0.0,153.9,30,40,100,0.0,40.0,0.0,5.0
54.3,51.7,22.5,30,40,100,0.0,0.0,77.5,3.9
4.4,59.4,88.5,30,40,100,25.6,0.0,11.5,4.3
0.0,5.4,91.8,30,40,100,30.0,34.6,8.2,5.0
68.7,97.6,0.0,30,40,100,0.0,0.0,100.0,5.0
16.8,23.8,176.5,30,40,100,13.2,16.2,0.0,2.2
18.8,98.0,37.6,30,40,100,11.2,0.0,62.4,3.1
63.8,10.6,155.5,30,40,100,0.0,29.4,0.0,3.7
41.8,0.0,82.8,30,40,100,0.0,40.0,17.2,5.0
38.9,52.6,205.2,30,40,100,0.0,0.0,0.0,0.0
87.6,46.4,0.0,30,40,100,0.0,0.0,100.0,5.0
7.6,37.8,0.0,30,40,100,22.4,2.2,100.0,5.0
52.4,10.6,0.5,30,40,100,0.0,29.4,99.5,5.0
27.6,35.1,84.2,30,40,100,2.4,4.9,15.8,0.8
33.6,15.9,197.8,30,40,100,0.0,24.1,0.0,3.0
69.5,24.3,202.0,30,40,100,0.0,15.7,0.0,2.0
40.4,70.3,0.0,30,40,100,0.0,0.0,100.0,5.0
41.3,43.9,93.6,30,40,100,0.0,0.0,6.4,0.3
56.5,61.0,0.0,30,40,100,0.0,0.0,100.0,5.0
15.6,27.1,137.6,30,40,100,14.4,12.9,0.0,2.4
2.1,22.7,163.7,30,40,100,27.9,17.3,0.0,4.6
0.0,0.0,70.2,30,40,100,30.0,40.0,29.8,5.0
0.0,21.6,80.3,30,40,100,30.0,18.4,19.7,5.0
84.5,0.0,79.4,30,40,100,0.0,40.0,20.6,5.0
0.0,12.7,10.2,30,40,100,30.0,27.3,89.8,5.0
19.7,33.2,108.3,30,40,100,10.3,6.8,0.0,1.7
18.1,59.1,54.8,30,40,100,11.9,0.0,45.2,2.3
34.7,25.6,148.5,30,40,100,0.0,14.4,0.0,1.8
49.2,50.4,64.3,30,40,100,0.0,0.0,35.7,1.8
50.5,0.0,4.1,30,40,100,0.0,40.0,95.9,5.0
9.3,34.2,0.0,30,40,100,20.7,5.8,100.0,5.0
21.2,0.0,0.0,30,40,100,8.8,40.0,100.0,5.0
34.0,0.0,179.3,30,40,100,0.0,40.0,0.0,5.0
18.9,28.9,36.6,30,40,100,11.1,11.1,63.4,3.2
71.7,87.8,100.8,30,40,100,0.0,0.0,0.0,0.0
39.9,51.4,217.3,30,40,100,0.0,0.0,0.0,0.0
46.9,37.2,28.1,30,40,100,0.0,2.8,71.9,3.6
44.8,35.7,22.9,30,40,100,0.0,4.3,77.1,3.9
59.4,7.7,62.8,30,40,100,0.0,32.3,37.2,4.0
31.1,14.6,75.9,30,40,100,0.0,25.4,24.1,3.2
0.0,53.6,225.7,30,40,100,30.0,0.0,0.0,5.0
37.3,0.0,199.8,30,40,100,0.0,40.0,0.0,5.0
7.4,60.3,123.6,30,40,100,22.6,0.0,0.0,3.8
10.9,20.8,190.4,30,40,100,19.1,19.2,0.0,3.2
42.7,69.7,59.1,30,40,100,0.0,0.0,40.9,2.0
61.2,75.1,97.6,30,40,100,0.0,0.0,2.4,0.1
26.6,0.0,49.2,30,40,100,3.4,40.0,50.8,5.0
34.7,13.0,0.0,30,40,100,0.0,27.0,100.0,5.0
74.4,2.0,170.6,30,40,100,0.0,38.0,0.0,4.8
32.8,0.0,116.4,30,40,100,0.0,40.0,0.0,5.0
100.0,0.0,75.0,30,40,100,0.0,40.0,25.0,5.0
42.1,134.7,73.3,30,40,100,0.0,0.0,26.7,1.3
0.0,61.0,0.0,30,40,100,30.0,0.0,100.0,5.0
47.4,113.6,0.0,30,40,100,0.0,0.0,100.0,5.0
36.8,69.8,100.6,30,40,100,0.0,0.0,0.0,0.0
62.7,6.6,30.8,30,40,100,0.0,33.4,69.2,4.2
45.1,21.1,55.9,30,40,100,0.0,18.9,44.1,2.4
22.0,60.1,65.1,30,40,100,8.0,0.0,34.9,1.7
0.0,54.1,18.5,30,40,100,30.0,0.0,81.5,5.0
20.0,13.2,0.0,30,40,100,10.0,26.8,100.0,5.0
1.7,0.0,0.0,30,40,100,28.3,40.0,100.0,5.0
9.4,168.8,61.7,30,40,100,20.6,0.0,38.3,3.4
42.7,30.8,123.4,30,40,100,0.0,9.2,0.0,1.2
73.5,23.3,0.0,30,40,100,0.0,16.7,100.0,5.0
37.2,41.0,71.6,30,40,100,0.0,0.0,28.4,1.4
0.0,26.7,96.2,30,40,100,30.0,13.3,3.8,5.0
38.6,41.4,0.0,30,40,100,0.0,0.0,100.0,5.0
60.0,88.2,188.2,30,40,100,0.0,0.0,0.0,0.0
8.6,31.4,42.4,30,40,100,21.4,8.6,57.6,3.6
22.1,0.0,65.3,30,40,100,7.9,40.0,34.7,5.0
26.4,29.9,60.5,30,40,100,3.6,10.1,39.5,2.0
3.6,17.8,0.0,30,40,100,26.4,22.2,100.0,5.0
44.4,93.8,154.8,30,40,100,0.0,0.0,0.0,0.0
22.5,83.6,0.0,30,40,100,7.5,0.0,100.0,5.0
37.9,40.8,54.4,30,40,100,0.0,0.0,45.6,2.3
0.7,0.0,121.7,30,40,100,29.3,40.0,0.0,5.0
13.5,0.0,191.3,30,40,100,16.5,40.0,0.0,5.0
46.5,37.1,0.0,30,40,100,0.0,2.9,100.0,5.0
15.3,50.0,37.5,30,40,100,14.7,0.0,62.5,3.1
75.1,21.4,185.0,30,40,100,0.0,18.6,0.0,2.3
14.6,17.1,110.9,30,40,100,15.4,22.9,0.0,2.9
32.4,12.6,127.6,30,40,100,0.0,27.4,0.0,3.4
52.5,35.5,0.0,30,40,100,0.0,4.5,100.0,5.0
0.0,0.0,42.9,30,40,100,30.0,40.0,57.1,5.0
0.0,0.0,60.0,30,40,100,30.0,40.0,40.0,5.0
0.0,11.2,4.3,30,40,100,30.0,28.8,95.7,5.0
61.9,85.0,0.0,30,40,100,0.0,0.0,100.0,5.0
10.2,3.7,32.3,30,40,100,19.8,36.3,67.7,4.5
98.8,43.7,182.7,30,40,100,0.0,0.0,0.0,0.0
9.9,45.6,78.3,30,40,100,20.1,0.0,21.7,3.4
31.2,88.7,184.3,30,40,100,0.0,0.0,0.0,0.0
69.9,87.3,87.9,30,40,100,0.0,0.0,12.1,0.6
83.1,34.1,11.8,30,40,100,0.0,5.9,88.2,4.4
84.7,17.3,176.5,30,40,100,0.0,22.7,0.0,2.8
60.4,9.7,90.6,30,40,100,0.0,30.3,9.4,3.8
55.1,26.7,151.1,30,40,100,0.0,13.3,0.0,1.7
42.8,19.0,0.0,30,40,100,0.0,21.0,100.0,5.0
48.1,58.7,157.3,30,40,100,0.0,0.0,0.0,0.0
10.3,53.4,159.7,30,40,100,19.7,0.0,0.0,3.3
2.7,60.3,96.9,30,40,100,27.3,0.0,3.1,4.6
25.9,87.1,8.4,30,40,100,4.1,0.0,91.6,4.6
21.1,111.4,69.8,30,40,100,8.9,0.0,30.2,1.5
13.0,41.5,122.8,30,40,100,17.0,0.0,0.0,2.8
45.8,80.7,92.4,30,40,100,0.0,0.0,7.6,0.4
53.2,22.3,122.0,30,40,100,0.0,17.7,0.0,2.2
28.5,84.1,155.1,30,40,100,1.5,0.0,0.0,0.2
68.0,79.2,21.2,30,40,100,0.0,0.0,78.8,3.9
0.0,77.0,0.0,30,40,100,30.0,0.0,100.0,5.0
20.4,40.2,70.5,30,40,100,9.6,0.0,29.5,1.6
5.5,9.5,46.9,30,40,100,24.5,30.5,53.1,4.1
0.0,0.0,136.9,30,40,100,30.0,40.0,0.0,5.0
23.6,34.8,0.0,30,40,100,6.4,5.2,100.0,5.0
22.5,98.1,155.8,30,40,100,7.5,0.0,0.0,1.2
69.1,24.0,182.7,30,40,100,0.0,16.0,0.0,2.0
43.9,68.0,73.5,30,40,100,0.0,0.0,26.5,1.3
0.0,70.4,78.4,30,40,100,30.0,0.0,21.6,5.0
78.8,25.0,11.6,30,40,100,0.0,15.0,88.4,4.4
60.7,89.4,29.7,30,40,100,0.0,0.0,70.3,3.5
42.5,0.0,40.6,30,40,100,0.0,40.0,59.4,5.0
19.5,0.0,189.9,30,40,100,10.5,40.0,0.0,5.0
0.0,0.0,67.7,30,40,100,30.0,40.0,32.3,5.0
15.4,3.5,0.0,30,40,100,14.6,36.5,100.0,5.0
57.0,50.0,94.1,30,40,100,0.0,0.0,5.9,0.3
79.6,48.1,140.1,30,40,100,0.0,0.0,0.0,0.0
69.9,52.3,71.4,30,40,100,0.0,0.0,28.6,1.4
12.0,60.4,192.0,30,40,100,18.0,0.0,0.0,3.0
0.0,0.0,136.2,30,40,100,30.0,40.0,0.0,5.0
30.0,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
0.0,52.4,29.0,30,40,100,30.0,0.0,71.0,5.0
35.2,11.1,91.7,30,40,100,0.0,28.9,8.3,3.6
21.7,0.0,0.0,30,40,100,8.3,40.0,100.0,5.0
12.7,75.5,100.6,30,40,100,17.3,0.0,0.0,2.9
0.0,92.6,0.0,30,40,100,30.0,0.0,100.0,5.0
40.6,99.1,156.0,30,40,100,0.0,0.0,0.0,0.0
10.8,44.0,146.7,30,40,100,19.2,0.0,0.0,3.2
0.0,61.6,114.2,30,40,100,30.0,0.0,0.0,5.0
0.0,91.6,19.0,30,40,100,30.0,0.0,81.0,5.0
25.2,10.6,87.2,30,40,100,4.8,29.4,12.8,3.7
76.4,81.1,32.1,30,40,100,0.0,0.0,67.9,3.4
73.3,47.5,0.0,30,40,100,0.0,0.0,100.0,5.0
12.9,73.2,46.2,30,40,100,17.1,0.0,53.8,2.9
8.8,43.9,129.8,30,40,100,21.2,0.0,0.0,3.5
39.3,88.6,77.0,30,40,100,0.0,0.0,23.0,1.2
0.0,45.4,190.5,30,40,100,30.0,0.0,0.0,5.0
34.5,0.0,135.3,30,40,100,0.0,40.0,0.0,5.0
47.8,94.9,126.6,30,40,100,0.0,0.0,0.0,0.0
60.9,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
23.1,86.9,50.5,30,40,100,6.9,0.0,49.5,2.5
20.2,32.8,0.0,30,40,100,9.8,7.2,100.0,5.0
0.9,83.8,58.7,30,40,100,29.1,0.0,41.3,4.9
2.4,82.1,17.6,30,40,100,27.6,0.0,82.4,4.6
19.5,53.8,43.0,30,40,100,10.5,0.0,57.0,2.8
36.4,56.9,159.1,30,40,100,0.0,0.0,0.0,0.0
52.0,53.5,111.8,30,40,100,0.0,0.0,0.0,0.0
3.1,0.0,154.7,30,40,100,26.9,40.0,0.0,5.0
68.5,41.2,0.0,30,40,100,0.0,0.0,100.0,5.0
18.2,0.0,78.2,30,40,100,11.8,40.0,21.8,5.0
25.3,43.3,151.5,30,40,100,4.7,0.0,0.0,0.8
4.7,0.0,195.0,30,40,100,25.3,40.0,0.0,5.0
0.0,0.0,0.0,30,40,100,30.0,40.0,100.0,5.0
51.1,101.0,45.2,30,40,100,0.0,0.0,54.8,2.7
46.9,79.5,156.9,30,40,100,0.0,0.0,0.0,0.0
17.9,36.3,58.0,30,40,100,12.1,3.7,42.0,2.1
27.9,43.9,0.1,30,40,100,2.1,0.0,99.9,5.0
40.6,26.5,0.0,30,40,100,0.0,13.5,100.0,5.0
0.0,59.4,0.0,30,40,100,30.0,0.0,100.0,5.0
10.9,9.2,0.0,30,40,100,19.1,30.8,100.0,5.0
48.6,76.4,78.2,30,40,100,0.0,0.0,21.8,1.1
0.0,26.3,145.8,30,40,100,30.0,13.7,0.0,5.0
34.3,19.6,0.0,30,40,100,0.0,20.4,100.0,5.0
0.0,37.3,94.3,30,40,100,30.0,2.7,5.7,5.0
39.2,12.7,141.7,30,40,100,0.0,27.3,0.0,3.4
24.9,49.7,73.3,30,40,100,5.1,0.0,26.7,1.3
0.0,14.8,0.0,30,40,100,30.0,25.2,100.0,5.0
59.1,55.3,104.6,30,40,100,0.0,0.0,0.0,0.0
5.0,85.4,69.1,30,40,100,25.0,0.0,30.9,4.2
2.9,7.5,60.9,30,40,100,27.1,32.5,39.1,4.5
31.7,31.2,29.4,30,40,100,0.0,8.8,70.6,3.5
58.7,55.0,80.5,30,40,100,0.0,0.0,19.5,1.0
0.0,18.9,114.6,30,40,100,30.0,21.1,0.0,5.0
27.7,55.1,266.3,30,40,100,2.3,0.0,0.0,0.4
38.2,58.8,82.6,30,40,100,0.0,0.0,17.4,0.9
45.7,80.0,195.4,30,40,100,0.0,0.0,0.0,0.0
31.0,12.1,102.3,30,40,100,0.0,27.9,0.0,3.5
15.5,0.0,65.5,30,40,100,14.5,40.0,34.5,5.0
2.4,24.1,85.5,30,40,100,27.6,15.9,14.5,4.6
28.4,0.0,0.0,30,40,100,1.6,40.0,100.0,5.0
0.0,59.2,98.2,30,40,100,30.0,0.0,1.8,5.0
0.0,0.0,0.0,30,40,100,30.0,40.0,100.0,5.0
38.4,130.3,3.9,30,40,100,0.0,0.0,96.1,4.8
51.7,88.6,82.4,30,40,100,0.0,0.0,17.6,0.9
0.0,37.0,169.8,30,40,100,30.0,3.0,0.0,5.0
0.0,71.4,188.9,30,40,100,30.0,0.0,0.0,5.0
43.6,0.0,54.4,30,40,100,0.0,40.0,45.6,5.0
84.5,138.0,86.1,30,40,100,0.0,0.0,13.9,0.7
26.5,12.7,152.9,30,40,100,3.5,27.3,0.0,3.4
5.2,31.6,0.0,30,40,100,24.8,8.4,100.0,5.0
20.7,0.0,106.1,30,40,100,9.3,40.0,0.0,5.0
65.1,56.0,6.7,30,40,100,0.0,0.0,93.3,4.7
7.6,0.0,59.6,30,40,100,22.4,40.0,40.4,5.0
3.2,40.5,36.5,30,40,100,26.8,0.0,63.5,4.5
12.2,14.5,108.6,30,40,100,17.8,25.5,0.0,3.2
0.0,0.0,117.9,30,40,100,30.0,40.0,0.0,5.0
29.4,4.1,145.4,30,40,100,0.6,35.9,0.0,4.5
72.2,45.5,101.6,30,40,100,0.0,0.0,0.0,0.0
35.2,0.0,87.3,30,40,100,0.0,40.0,12.7,5.0
18.8,6.3,223.0,30,40,100,11.2,33.7,0.0,4.2
17.6,63.1,0.0,30,40,100,12.4,0.0,100.0,5.0
0.0,141.2,210.2,30,40,100,30.0,0.0,0.0,5.0
51.1,55.7,50.1,30,40,100,0.0,0.0,49.9,2.5
23.7,0.0,119.5,30,40,100,6.3,40.0,0.0,5.0
20.8,21.7,47.2,30,40,100,9.2,18.3,52.8,2.6
116.9,37.7,16.8,30,40,100,0.0,2.3,83.2,4.2
34.5,22.4,112.6,30,40,100,0.0,17.6,0.0,2.2
4.5,72.8,157.5,30,40,100,25.5,0.0,0.0,4.2
13.8,45.2,111.6,30,40,100,16.2,0.0,0.0,2.7
58.7,73.0,29.8,30,40,100,0.0,0.0,70.2,3.5
29.2,23.8,364.7,30,40,100,0.8,16.2,0.0,2.0
0.0,89.8,170.2,30,40,100,30.0,0.0,0.0,5.0
52.1,29.7,148.8,30,40,100,0.0,10.3,0.0,1.3
6.9,0.0,45.0,30,40,100,23.1,40.0,55.0,5.0
79.3,124.1,23.1,30,40,100,0.0,0.0,76.9,3.8
56.7,0.0,50.9,30,40,100,0.0,40.0,49.1,5.0
13.2,6.7,160.7,30,40,100,16.8,33.3,0.0,4.2
62.4,11.2,0.0,30,40,100,0.0,28.8,100.0,5.0
27.9,137.4,0.0,30,40,100,2.1,0.0,100.0,5.0
50.2,109.2,117.0,30,40,100,0.0,0.0,0.0,0.0
39.8,96.6,99.2,30,40,100,0.0,0.0,0.8,0.0
1.8,23.1,11.4,30,40,100,28.2,16.9,88.6,4.7
7.6,134.1,0.0,30,40,100,22.4,0.0,100.0,5.0
55.3,51.3,189.5,30,40,100,0.0,0.0,0.0,0.0
16.4,75.8,102.3,30,40,100,13.6,0.0,0.0,2.3
14.5,43.7,0.0,30,40,100,15.5,0.0,100.0,5.0
0.0,34.5,0.0,30,40,100,30.0,5.5,100.0,5.0
38.0,26.3,44.3,30,40,100,0.0,13.7,55.7,2.8
84.7,28.0,132.6,30,40,100,0.0,12.0,0.0,1.5
0.0,60.9,121.5,30,40,100,30.0,0.0,0.0,5.0
26.6,51.2,164.8,30,40,100,3.4,0.0,0.0,0.6
66.2,35.2,0.0,30,40,100,0.0,4.8,100.0,5.0
23.7,97.2,91.5,30,40,100,6.3,0.0,8.5,1.0
38.8,0.0,188.5,30,40,100,0.0,40.0,0.0,5.0
0.0,57.0,181.0,30,40,100,30.0,0.0,0.0,5.0
38.1,65.3,102.4,30,40,100,0.0,0.0,0.0,0.0
20.6,82.6,262.9,30,40,100,9.4,0.0,0.0,1.6
54.0,33.8,122.6,30,40,100,0.0,6.2,0.0,0.8
59.8,44.8,157.6,30,40,100,0.0,0.0,0.0,0.0
99.7,76.1,77.1,30,40,100,0.0,0.0,22.9,1.1
42.5,96.5,10.5,30,40,100,0.0,0.0,89.5,4.5
35.2,24.4,2.9,30,40,100,0.0,15.6,97.1,4.9
31.5,47.2,88.1,30,40,100,0.0,0.0,11.9,0.6
15.9,104.0,56.4,30,40,100,14.1,0.0,43.6,2.3
35.6,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
17.5,8.7,0.0,30,40,100,12.5,31.3,100.0,5.0
30.7,95.4,47.8,30,40,100,0.0,0.0,52.2,2.6
63.5,80.4,132.1,30,40,100,0.0,0.0,0.0,0.0
0.0,57.5,72.2,30,40,100,30.0,0.0,27.8,5.0
58.4,18.4,67.7,30,40,100,0.0,21.6,32.3,2.7
63.5,1.0,0.0,30,40,100,0.0,39.0,100.0,5.0
22.6,12.7,75.4,30,40,100,7.4,27.3,24.6,3.4
0.0,98.7,179.9,30,40,100,30.0,0.0,0.0,5.0
8.6,11.2,86.0,30,40,100,21.4,28.8,14.0,3.6
62.9,40.5,0.0,30,40,100,0.0,0.0,100.0,5.0
25.3,6.1,0.0,30,40,100,4.7,33.9,100.0,5.0
0.0,70.4,121.0,30,40,100,30.0,0.0,0.0,5.0
11.6,14.8,55.4,30,40,100,18.4,25.2,44.6,3.2
49.9,32.5,67.5,30,40,100,0.0,7.5,32.5,1.6
41.5,0.0,24.1,30,40,100,0.0,40.0,75.9,5.0
19.1,0.0,114.1,30,40,100,10.9,40.0,0.0,5.0
15.5,36.8,49.2,30,40,100,14.5,3.2,50.8,2.5
14.8,0.0,58.4,30,40,100,15.2,40.0,41.6,5.0
0.0,121.2,4.8,30,40,100,30.0,0.0,95.2,5.0
72.0,0.0,147.8,30,40,100,0.0,40.0,0.0,5.0
16.8,4.2,55.7,30,40,100,13.2,35.8,44.3,4.5
60.6,37.1,122.5,30,40,100,0.0,2.9,0.0,0.4
69.3,21.8,0.0,30,40,100,0.0,18.2,100.0,5.0
54.4,0.0,213.3,30,40,100,0.0,40.0,0.0,5.0
13.7,0.0,176.5,30,40,100,16.3,40.0,0.0,5.0
37.4,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
25.3,24.9,8.8,30,40,100,4.7,15.1,91.2,4.6
0.2,115.0,112.0,30,40,100,29.8,0.0,0.0,5.0
35.2,39.6,0.0,30,40,100,0.0,0.4,100.0,5.0
0.0,84.1,62.9,30,40,100,30.0,0.0,37.1,5.0
59.8,56.9,107.9,30,40,100,0.0,0.0,0.0,0.0
12.7,81.3,58.6,30,40,100,17.3,0.0,41.4,2.9
31.7,0.0,117.0,30,40,100,0.0,40.0,0.0,5.0
34.0,24.2,17.6,30,40,100,0.0,15.8,82.4,4.1
18.6,89.1,0.0,30,40,100,11.4,0.0,100.0,5.0
42.7,13.4,152.7,30,40,100,0.0,26.6,0.0,3.3
12.4,107.4,152.2,30,40,100,17.6,0.0,0.0,2.9
50.8,96.2,275.4,30,40,100,0.0,0.0,0.0,0.0
0.0,17.6,0.0,30,40,100,30.0,22.4,100.0,5.0
29.6,16.2,134.0,30,40,100,0.4,23.8,0.0,3.0
81.2,0.0,0.0,30,40,100,0.0,40.0,100.0,5.0
0.0,11.1,215.1,30,40,100,30.0,28.9,0.0,5.0
6.7,0.0,112.8,30,40,100,23.3,40.0,0.0,5.0
40.6,53.7,0.0,30,40,100,0.0,0.0,100.0,5.0
31.1,0.0,136.4,30,40,100,0.0,40.0,0.0,5.0
35.9,60.7,28.9,30,40,100,0.0,0.0,71.1,3.6
39.9,61.7,97.7,30,40,100,0.0,0.0,2.3,0.1
44.0,0.0,90.1,30,40,100,0.0,40.0,9.9,5.0
57.6,98.8,214.2,30,40,100,0.0,0.0,0.0,0.0
37.6,57.1,219.9,30,40,100,0.0,0.0,0.0,0.0
19.1,66.6,25.3,30,40,100,10.9,0.0,74.7,3.7
45.1,5.9,158.8,30,40,100,0.0,34.1,0.0,4.3
80.1,61.5,102.1,30,40,100,0.0,0.0,0.0,0.0
22.2,81.8,0.0,30,40,100,7.8,0.0,100.0,5.0
0.0,32.5,17.3,30,40,100,30.0,7.5,82.7,5.0
57.5,117.0,261.9,30,40,100,0.0,0.0,0.0,0.0
22.5,38.2,102.4,30,40,100,7.5,1.8,0.0,1.2
