N_Awal,P_Awal,K_Awal,Volume_Air_ml,Metode_Pemberian,N_Target,P_Target,K_Target,Dosis_Pupuk_Gram
16.6,21.4,44.2,40,0,30.5,40.0,76.5,1.0
13.8,22.9,47.9,40,0,27.8,40.7,80.3,1.0
16.0,22.6,47.0,40,0,29.7,38.7,81.5,1.0
17.5,22.7,47.2,40,0,27.6,41.2,83.5,1.0
15.1,23.4,47.0,40,0,28.9,43.8,83.3,1.0
16.5,22.2,46.5,40,0,28.1,40.1,83.0,1.0
16.9,21.0,46.6,40,0,31.3,43.2,82.7,1.0
15.3,20.9,44.8,40,0,31.4,40.6,79.6,1.0
16.9,21.1,48.3,40,0,28.2,38.2,82.2,1.0
16.9,20.9,47.3,40,0,29.5,43.1,80.1,1.0
15.1,22.6,44.6,40,0,29.0,42.1,78.6,1.0
14.8,22.6,46.9,40,0,29.4,38.3,84.7,1.0
15.5,21.0,43.1,40,0,27.7,42.2,82.9,1.0
15.7,22.7,45.5,40,0,29.3,37.9,82.4,1.0
16.3,22.5,43.7,40,0,28.2,42.5,83.1,1.0
15.8,22.0,45.8,40,0,29.9,42.2,79.1,1.0
14.7,22.6,48.0,40,0,29.2,43.9,85.4,1.0
17.0,22.2,47.6,40,0,29.3,43.2,88.1,1.0
17.6,21.2,48.3,40,0,28.9,41.1,81.1,1.0
13.9,22.6,47.3,40,0,29.5,38.2,83.2,1.0
15.5,20.9,48.2,40,0,27.8,41.3,88.0,1.0
17.3,21.3,45.3,40,0,31.7,41.0,85.1,1.0
15.1,24.0,45.2,40,0,30.6,44.4,83.8,1.0
16.9,22.4,46.7,40,0,28.2,41.7,86.8,1.0
15.7,22.2,44.3,40,0,28.8,42.1,74.5,1.0
17.6,21.5,45.8,40,0,29.3,40.6,87.4,1.0
15.2,20.9,46.9,40,0,28.6,40.1,82.7,1.0
15.4,22.3,47.2,40,0,29.7,39.4,84.8,1.0
15.8,21.8,44.9,40,0,28.7,41.9,80.6,1.0
15.7,21.7,45.6,40,0,28.5,37.9,80.6,1.0
15.4,20.8,44.4,40,0,28.6,42.0,84.7,1.0
14.7,21.5,46.3,40,0,28.0,40.3,79.8,1.0
15.1,22.0,44.7,40,0,29.6,39.9,80.9,1.0
16.3,22.2,50.0,40,0,29.6,37.4,81.0,1.0
14.2,21.9,44.8,40,0,29.3,39.0,81.8,1.0
15.4,23.7,45.5,40,0,30.1,39.9,81.8,1.0
16.4,22.4,43.1,40,0,31.5,42.6,83.6,1.0
14.6,21.9,48.6,40,0,28.3,42.7,82.0,1.0
15.6,20.3,44.6,40,0,30.6,40.9,85.0,1.0
15.7,23.9,48.4,40,0,31.1,40.5,81.4,1.0
14.5,23.5,44.2,40,0,32.1,40.7,83.0,1.0
15.2,21.4,45.2,40,0,29.1,38.8,80.3,1.0
16.2,23.2,45.2,40,0,27.9,42.7,78.8,1.0
16.2,21.5,46.7,40,0,27.7,40.6,85.6,1.0
15.7,21.2,44.7,40,0,27.1,42.4,83.3,1.0
16.5,19.9,45.1,40,0,29.5,43.5,80.2,1.0
15.3,22.3,45.7,40,0,28.7,39.2,79.3,1.0
16.5,19.3,45.3,40,0,25.4,36.8,80.3,1.0
16.4,22.1,42.8,40,0,27.9,43.8,81.0,1.0
19.9,19.9,48.6,40,0,29.9,41.5,83.6,1.0
15.6,21.4,46.5,40,0,28.3,41.6,82.0,1.0
14.9,21.5,47.9,40,0,26.5,42.5,80.9,1.0
16.8,22.7,48.8,40,0,27.9,41.7,79.9,1.0
17.3,21.3,47.1,40,0,28.5,42.4,82.4,1.0
16.3,21.9,46.3,40,0,28.4,40.9,82.4,1.0
15.5,21.1,47.4,40,0,31.1,43.0,84.7,1.0
15.8,20.4,45.4,40,0,30.0,44.0,80.3,1.0
15.8,22.3,44.3,40,0,30.2,40.1,84.0,1.0
14.4,23.2,47.2,40,0,28.9,35.0,81.5,1.0
17.7,22.9,45.6,40,0,29.4,44.1,79.3,1.0
15.4,21.5,44.4,40,0,30.4,38.8,79.6,1.0
15.4,20.2,46.4,40,0,30.6,40.5,83.2,1.0
18.0,22.9,46.2,40,0,25.9,40.9,78.0,1.0
16.2,22.3,47.9,40,0,30.6,39.3,83.7,1.0
15.0,21.9,46.1,40,0,29.8,41.6,77.1,1.0
16.6,22.1,45.7,40,0,27.0,45.8,86.7,1.0
14.8,22.3,45.8,40,0,27.3,41.2,82.9,1.0
17.9,22.6,44.0,40,0,25.9,39.3,80.9,1.0
15.5,21.9,48.0,40,0,29.5,37.9,85.4,1.0
17.0,20.5,41.8,40,0,26.8,38.2,80.4,1.0
15.5,21.6,47.7,40,0,28.1,42.1,85.7,1.0
16.4,21.5,46.1,40,0,25.9,40.2,82.7,1.0
15.0,22.1,46.7,40,0,25.0,39.7,83.5,1.0
15.8,22.6,46.2,40,0,28.2,41.4,79.2,1.0
14.0,23.2,45.5,40,0,27.9,41.5,84.3,1.0
15.3,21.7,44.8,40,0,29.4,43.4,78.0,1.0
16.2,20.8,45.4,40,0,31.3,39.3,80.4,1.0
15.5,20.5,46.5,40,0,29.2,40.4,81.8,1.0
16.7,20.7,48.6,40,0,31.4,41.1,82.8,1.0
17.8,22.8,46.8,40,0,29.0,44.3,79.9,1.0
16.1,20.0,44.3,40,0,29.1,40.5,85.7,1.0
17.2,20.0,46.2,40,0,28.5,41.6,81.9,1.0
16.4,21.1,47.9,40,0,26.0,42.5,81.8,1.0
16.6,21.3,47.3,40,0,30.3,42.2,81.7,1.0
16.4,20.7,46.9,40,0,31.2,43.2,79.9,1.0
15.7,21.7,44.2,40,0,29.4,37.3,78.6,1.0
15.2,23.0,48.5,40,0,29.3,41.5,81.5,1.0
15.6,21.9,47.1,40,0,28.0,39.8,83.6,1.0
15.6,21.9,45.9,40,0,25.9,43.7,82.3,1.0
16.4,23.0,44.5,40,0,26.1,44.0,82.2,1.0
13.9,21.9,45.1,40,0,29.4,40.5,84.7,1.0
15.3,21.9,44.7,40,0,29.4,42.0,80.0,1.0
15.6,21.0,43.6,40,0,30.0,40.3,73.4,1.0
16.3,21.4,46.7,40,0,26.9,41.2,86.1,1.0
14.2,21.6,46.2,40,0,28.0,39.6,78.6,1.0
16.6,20.7,47.2,40,0,28.6,40.2,79.3,1.0
15.5,23.0,46.8,40,0,27.2,39.5,77.7,1.0
15.7,21.2,48.0,40,0,30.2,42.1,78.8,1.0
17.8,21.6,47.1,40,0,26.9,42.8,84.8,1.0
14.1,22.7,43.2,40,0,32.2,39.8,77.5,1.0
16.4,22.2,47.9,40,0,28.2,41.9,82.7,1.0
16.8,22.9,46.7,40,0,27.3,39.7,79.8,1.0
17.5,22.7,48.7,40,0,30.5,38.7,87.1,1.0
16.7,20.9,47.1,40,0,26.2,40.0,79.9,1.0
15.0,21.2,47.9,40,0,30.8,42.4,83.0,1.0
14.0,20.9,48.9,40,0,29.9,40.9,80.9,1.0
14.7,22.2,47.4,40,0,26.8,41.4,85.1,1.0
17.1,21.8,47.2,40,0,28.7,46.8,77.1,1.0
14.1,22.6,46.4,40,0,29.4,39.6,82.8,1.0
16.1,21.1,44.9,40,0,29.7,43.1,83.2,1.0
16.0,21.1,47.8,40,0,30.5,43.9,81.4,1.0
15.6,22.2,47.0,40,0,29.7,44.9,79.5,1.0
16.7,21.1,48.0,40,0,28.4,39.3,84.8,1.0
16.6,21.1,46.0,40,0,30.5,41.3,82.3,1.0
17.5,21.7,45.7,40,0,25.5,42.8,77.4,1.0
13.5,23.3,46.5,40,0,27.8,40.4,86.4,1.0
15.1,20.8,47.7,40,0,26.9,38.9,87.1,1.0
15.0,23.1,47.6,40,0,29.2,39.1,82.8,1.0
16.0,20.8,46.7,40,0,29.5,41.7,87.4,1.0
16.4,21.9,44.5,40,0,31.9,39.0,81.0,1.0
15.1,20.5,46.4,40,0,30.4,45.7,82.7,1.0
15.4,20.9,47.3,40,0,30.4,42.0,82.1,1.0
16.6,23.4,44.0,40,0,30.1,37.9,86.9,1.0
17.8,22.7,45.6,40,0,26.7,40.7,83.6,1.0
17.6,21.7,48.4,40,0,27.2,43.5,79.2,1.0
15.7,22.4,46.1,40,0,29.7,40.7,80.6,1.0
13.9,22.5,44.5,40,0,27.8,40.7,82.3,1.0
14.6,21.3,48.9,40,0,27.0,37.6,76.7,1.0
16.1,21.9,44.2,40,0,27.9,41.4,83.3,1.0
15.0,21.7,44.6,40,0,30.9,44.6,77.1,1.0
17.2,22.2,47.5,40,0,29.5,39.6,88.6,1.0
16.1,22.9,46.2,40,0,30.4,39.9,79.7,1.0
15.9,24.0,43.9,40,0,26.4,39.4,81.9,1.0
15.6,22.5,46.9,40,0,29.5,44.0,88.9,1.0
13.5,22.7,46.2,40,0,29.0,40.8,83.4,1.0
15.6,24.0,44.8,40,0,28.4,45.1,80.1,1.0
16.2,20.7,45.2,40,0,27.9,40.7,84.6,1.0
16.4,20.2,47.6,40,0,27.8,40.9,83.4,1.0
17.1,22.5,48.0,40,0,29.1,43.8,83.4,1.0
16.9,22.6,44.1,40,0,29.5,40.8,88.9,1.0
15.4,22.1,48.4,40,0,26.8,41.6,82.5,1.0
15.2,21.6,45.4,40,0,29.8,38.7,81.8,1.0
15.4,19.1,49.1,40,0,28.0,38.5,81.7,1.0
14.8,23.7,48.8,40,0,30.4,40.3,82.2,1.0
14.7,21.6,46.2,40,0,29.0,43.1,82.6,1.0
15.9,22.1,44.4,40,0,28.0,40.6,81.8,1.0
13.9,23.2,48.1,40,0,27.7,38.5,85.0,1.0
15.9,21.0,45.2,40,0,28.3,35.8,81.0,1.0
14.4,21.7,45.7,40,0,31.0,42.3,79.3,1.0
17.9,22.8,45.9,40,0,29.5,39.9,83.6,1.0
15.4,22.0,46.1,40,0,28.5,40.3,85.7,1.0
15.9,22.5,45.2,40,0,28.0,38.3,83.1,1.0
14.3,22.4,46.7,40,0,30.6,39.3,87.2,1.0
13.8,22.5,42.3,40,0,27.5,41.9,85.9,1.0
14.8,21.8,49.1,40,0,27.3,44.3,80.4,1.0
17.9,21.9,44.1,40,0,26.0,38.9,86.6,1.0
15.2,22.0,45.8,40,0,31.9,44.2,84.1,1.0
14.9,23.4,46.5,40,0,29.2,43.9,84.7,1.0
16.0,21.5,43.6,40,0,29.8,44.0,78.8,1.0
16.0,22.6,46.2,40,0,29.3,46.0,76.6,1.0
15.2,19.8,47.8,40,0,28.6,38.4,82.8,1.0
17.1,22.2,47.4,40,0,30.2,41.1,82.8,1.0
16.2,20.7,46.4,40,0,28.3,43.6,83.1,1.0
14.9,24.1,48.0,40,0,27.5,39.7,79.7,1.0
14.7,21.3,44.6,40,0,31.6,38.6,82.3,1.0
16.6,24.3,43.8,40,0,30.6,40.2,85.3,1.0
17.0,22.3,45.7,40,0,30.6,43.3,79.2,1.0
16.0,22.8,44.8,40,0,27.5,39.6,88.3,1.0
15.6,22.0,46.2,40,0,27.6,43.2,78.1,1.0
16.7,21.0,45.6,40,0,28.5,41.8,84.2,1.0
16.4,20.0,46.1,40,0,30.5,42.8,78.0,1.0
16.8,20.5,45.1,40,0,31.6,39.1,79.6,1.0
16.7,22.4,46.4,40,0,29.6,39.8,81.4,1.0
16.5,21.5,45.7,40,0,28.2,41.8,81.7,1.0
14.9,22.3,46.3,40,0,27.2,40.9,79.7,1.0
16.6,22.4,44.8,40,0,29.9,40.2,83.3,1.0
13.9,22.2,49.3,40,0,29.0,41.7,82.1,1.0
16.3,23.2,44.1,40,0,28.2,39.6,83.2,1.0
16.3,23.0,47.3,40,0,29.8,42.2,81.7,1.0
16.1,22.1,45.8,40,0,27.0,42.7,81.9,1.0
15.6,22.2,47.8,40,0,30.5,40.9,78.8,1.0
16.3,23.3,45.8,40,0,29.6,39.3,89.6,1.0
17.1,22.9,45.5,40,0,29.5,42.7,85.8,1.0
15.8,23.1,48.2,40,0,27.9,41.7,84.9,1.0
16.3,21.5,48.0,40,0,27.4,39.3,81.7,1.0
14.7,22.3,42.8,40,0,29.4,41.1,77.8,1.0
18.3,21.8,45.8,40,0,30.2,40.7,91.8,1.0
14.2,21.4,46.9,40,0,30.2,44.4,77.2,1.0
13.7,22.9,44.8,40,0,29.5,43.2,78.5,1.0
15.9,21.5,45.8,40,0,25.7,41.3,84.5,1.0
16.5,22.3,46.3,40,0,28.2,38.3,80.0,1.0
16.2,23.4,43.8,40,0,27.2,40.7,75.6,1.0
15.6,21.3,43.0,40,0,27.9,41.7,85.9,1.0
16.0,22.3,46.0,40,0,28.9,45.1,82.9,1.0
16.0,21.0,48.0,40,0,27.5,42.7,82.8,1.0
15.5,21.2,44.9,40,0,29.7,39.9,85.1,1.0
14.8,19.9,45.9,40,0,26.1,42.0,76.6,1.0
14.8,22.5,45.2,40,0,28.5,40.4,79.0,1.0
17.3,22.6,45.4,40,0,29.2,39.2,82.7,1.0
15.7,21.8,46.3,40,0,29.1,40.5,82.1,1.0
14.4,20.8,46.2,40,0,27.2,39.0,77.9,1.0
14.0,22.7,47.2,40,0,27.4,42.0,82.2,1.0
16.1,20.7,43.3,40,0,27.2,41.9,79.5,1.0
14.8,21.6,46.4,40,0,28.2,40.8,80.9,1.0
17.2,20.8,46.7,40,0,28.7,41.4,80.1,1.0
15.5,23.0,43.9,40,0,30.5,42.0,81.5,1.0
16.4,21.0,45.5,40,0,27.3,40.2,85.8,1.0
14.6,23.6,47.2,40,0,27.8,39.6,85.0,1.0
14.6,21.5,46.7,40,0,30.4,40.1,81.7,1.0
15.8,20.6,46.9,40,0,30.7,38.8,81.0,1.0
15.2,22.0,45.7,40,0,27.6,40.6,80.8,1.0
17.7,22.1,47.5,40,0,28.2,39.6,83.1,1.0
14.5,21.3,47.8,40,0,26.6,41.3,78.8,1.0
15.8,22.3,46.3,40,0,30.2,41.5,77.5,1.0
16.5,19.8,45.8,40,0,26.0,39.2,81.9,1.0
16.6,21.2,43.1,40,0,28.9,42.7,84.2,1.0
16.7,22.4,46.6,40,0,28.1,43.0,86.3,1.0
15.1,23.6,45.5,40,0,27.9,40.8,87.1,1.0
15.3,20.6,46.3,40,0,30.7,38.2,83.9,1.0
15.9,21.9,46.8,40,0,30.2,39.3,77.6,1.0
16.2,21.7,43.6,40,0,30.2,40.9,87.7,1.0
16.5,20.8,46.3,40,0,28.3,40.3,85.0,1.0
16.8,22.1,46.6,40,0,29.7,44.1,84.8,1.0
15.2,22.4,47.8,40,0,30.6,38.4,81.1,1.0
16.9,22.5,46.6,40,0,27.8,36.2,80.9,1.0
15.2,24.2,46.9,40,0,28.3,38.5,83.7,1.0
15.8,23.1,46.3,40,0,27.9,39.8,81.8,1.0
16.8,21.4,46.5,40,0,27.6,44.8,82.3,1.0
17.3,21.6,44.3,40,0,29.2,37.2,88.2,1.0
16.2,22.5,48.2,40,0,29.3,41.2,83.2,1.0
17.6,25.2,44.3,40,0,29.6,38.9,86.2,1.0
15.5,23.9,44.8,40,0,29.1,36.9,83.8,1.0
16.8,19.9,46.0,40,0,26.2,40.1,76.2,1.0
16.4,21.1,46.0,40,0,25.6,40.4,87.0,1.0
16.6,19.3,45.1,40,0,28.8,42.0,78.0,1.0
14.6,21.0,46.3,40,0,28.0,42.3,82.2,1.0
16.7,21.5,45.9,40,0,28.6,39.9,80.7,1.0
16.8,21.3,45.5,40,0,32.0,38.2,76.6,1.0
16.8,22.9,43.9,40,0,27.6,40.5,86.9,1.0
17.0,22.5,45.7,40,0,27.0,35.3,79.7,1.0
16.8,20.4,46.4,40,0,28.7,39.6,82.7,1.0
18.8,21.9,46.6,40,0,30.1,40.2,84.2,1.0
16.2,21.0,46.3,40,0,27.6,41.4,83.5,1.0
15.8,22.7,46.4,40,0,30.9,41.9,85.0,1.0
15.4,22.2,46.4,40,0,27.3,41.7,79.1,1.0
15.3,20.5,45.8,40,0,26.9,43.1,83.8,1.0
14.0,21.6,45.5,40,0,28.1,41.2,81.0,1.0
14.1,23.3,45.7,40,0,29.7,39.6,87.1,1.0
15.6,20.9,48.1,40,0,30.0,41.2,85.5,1.0
15.0,22.6,45.1,40,0,28.6,41.5,85.8,1.0
15.2,23.4,47.3,40,0,28.5,41.2,77.6,1.0
17.4,21.8,46.3,40,0,28.6,41.5,81.2,1.0
14.5,23.6,45.4,40,0,30.4,39.5,86.8,1.0
15.0,21.4,45.8,40,0,28.4,37.2,80.7,1.0
14.9,21.1,48.7,40,0,30.2,41.4,83.0,1.0
16.0,23.1,47.9,40,0,27.6,44.3,81.4,1.0
16.3,22.9,46.0,40,0,28.6,40.2,81.9,1.0
16.3,20.5,42.1,40,0,29.7,44.3,83.3,1.0
16.2,21.9,47.7,40,0,29.3,40.8,80.6,1.0
15.8,22.5,45.3,40,0,28.9,39.5,85.1,1.0
16.5,21.7,43.2,40,0,27.8,41.2,82.1,1.0
15.8,23.0,44.9,40,0,28.1,42.6,81.2,1.0
15.0,21.8,46.7,40,0,26.4,40.7,80.7,1.0
15.7,22.3,45.2,40,0,28.7,41.6,87.6,1.0
16.4,24.3,44.9,40,0,27.5,39.9,80.7,1.0
16.3,23.3,42.4,40,0,28.1,40.9,83.3,1.0
14.4,19.0,46.9,40,0,25.1,40.0,85.4,1.0
15.0,22.1,45.1,40,0,29.1,38.8,79.2,1.0
14.9,21.7,45.2,40,0,29.5,35.3,79.5,1.0
16.6,23.9,45.3,40,0,29.9,37.3,82.2,1.0
16.8,22.0,47.8,40,0,29.2,37.4,74.9,1.0
16.4,22.3,46.0,40,0,26.7,42.1,87.7,1.0
16.5,20.4,44.2,40,0,26.4,43.7,80.3,1.0
15.9,20.2,47.3,40,0,30.9,40.3,86.5,1.0
14.5,22.2,49.3,40,0,27.8,42.4,82.2,1.0
16.2,22.2,44.4,40,0,29.5,40.9,85.3,1.0
17.4,21.9,44.7,40,0,29.1,43.1,79.6,1.0
15.7,21.9,46.7,40,0,30.2,40.4,84.4,1.0
16.9,21.9,45.2,40,0,29.2,37.0,78.7,1.0
15.9,21.4,44.6,40,0,26.7,38.9,76.0,1.0
14.5,23.2,47.5,40,0,28.6,41.7,88.4,1.0
16.2,23.5,46.9,40,0,27.6,41.4,80.7,1.0
15.8,23.2,43.7,40,0,29.5,40.2,77.7,1.0
15.2,21.6,44.0,40,0,27.1,41.3,79.2,1.0
14.4,21.4,47.1,40,0,27.3,42.4,78.2,1.0
14.3,22.5,46.6,40,0,28.4,40.1,82.2,1.0
17.1,22.2,45.5,40,0,28.1,43.0,78.7,1.0
14.9,21.2,47.6,40,0,28.7,40.8,85.8,1.0
15.6,22.7,44.3,40,0,27.8,42.8,87.2,1.0
15.4,20.3,46.8,40,0,29.9,41.4,83.5,1.0
16.2,23.9,47.5,40,0,25.6,40.4,84.9,1.0
14.4,21.1,45.2,40,0,27.7,41.1,82.0,1.0
14.3,22.4,47.1,40,0,25.7,41.1,81.4,1.0
16.7,22.3,44.8,40,0,29.1,40.4,83.9,1.0
18.1,21.5,46.0,40,0,29.1,43.4,80.3,1.0
15.5,20.9,46.2,40,0,27.7,41.5,76.9,1.0
18.0,22.3,44.8,40,0,30.2,42.3,75.0,1.0
16.2,21.4,45.4,40,0,29.0,41.4,80.1,1.0
16.6,22.5,47.2,40,0,27.7,38.2,82.5,1.0
14.6,21.1,44.6,40,0,29.2,40.0,84.6,1.0
17.1,21.1,46.5,40,0,30.4,42.9,83.6,1.0
15.6,22.5,47.3,40,0,28.5,42.7,81.8,1.0
13.5,22.2,46.9,40,0,27.7,40.9,78.9,1.0
13.8,23.4,44.4,40,0,29.1,37.1,81.1,1.0
14.9,22.4,44.7,40,0,30.6,42.9,79.4,1.0
13.8,22.2,45.2,40,0,28.9,40.1,76.8,1.0
15.7,21.7,46.8,40,0,27.9,42.4,85.6,1.0
16.7,20.1,44.9,40,0,26.7,41.5,83.8,1.0
17.5,21.5,45.3,40,0,27.4,41.2,83.6,1.0
16.3,20.8,44.0,40,0,30.5,41.6,85.9,1.0
17.8,22.8,47.7,40,0,26.4,42.3,85.7,1.0
16.4,22.1,46.6,40,0,27.9,38.7,84.7,1.0
16.5,22.8,46.8,40,0,29.2,43.6,86.0,1.0
17.1,20.8,46.4,40,0,28.0,42.5,77.9,1.0
14.4,22.4,45.1,40,0,27.5,42.1,82.0,1.0
15.0,21.4,45.3,40,0,30.1,41.0,83.3,1.0
17.1,19.8,44.2,40,0,30.0,44.4,79.7,1.0
16.4,21.8,46.6,40,0,27.3,38.3,77.4,1.0
15.9,20.8,47.6,40,0,29.8,41.6,84.1,1.0
15.1,21.6,46.5,40,0,27.8,39.1,81.6,1.0
17.1,22.5,49.1,40,0,29.3,39.2,80.6,1.0
16.8,21.9,45.2,40,0,30.5,43.3,77.9,1.0
15.1,22.7,45.0,40,0,29.0,42.9,83.6,1.0
16.8,21.0,48.9,40,0,29.1,40.4,81.5,1.0
16.6,21.9,45.9,40,0,26.0,39.8,83.2,1.0
16.8,22.9,44.6,40,0,29.3,40.6,86.3,1.0
16.4,21.5,47.0,40,0,28.6,40.4,79.1,1.0
16.2,22.8,45.1,40,0,27.1,44.5,79.4,1.0
16.0,21.4,45.6,40,0,30.0,38.6,86.5,1.0
15.8,20.8,48.7,40,0,29.9,39.9,79.9,1.0
15.0,22.0,47.2,40,0,27.9,42.7,82.7,1.0
16.9,21.5,44.4,40,0,28.4,43.4,85.2,1.0
13.8,22.0,46.2,40,0,27.8,41.4,83.7,1.0
17.3,21.8,47.4,40,0,28.3,43.6,83.4,1.0
15.7,21.7,46.7,40,0,31.2,43.6,78.8,1.0
14.0,23.4,45.2,40,0,29.8,39.3,82.3,1.0
13.2,22.0,45.8,40,0,28.8,40.4,85.5,1.0
16.8,22.4,47.9,40,0,28.0,44.5,79.4,1.0
16.4,20.5,45.2,40,0,27.7,39.6,85.4,1.0
13.1,22.5,44.2,40,0,29.3,42.7,80.1,1.0
16.1,21.8,48.1,40,0,25.7,35.4,84.6,1.0
16.0,20.4,45.7,40,0,29.7,44.3,77.9,1.0
16.6,22.7,49.2,40,0,28.4,42.3,82.2,1.0
15.2,23.5,45.6,40,0,28.3,39.1,82.8,1.0
15.8,21.4,48.5,40,0,27.9,40.1,84.3,1.0
14.4,22.5,44.4,40,0,27.4,41.1,84.1,1.0
17.1,22.9,46.4,40,0,30.0,39.1,84.2,1.0
15.3,21.0,47.0,40,0,28.4,39.9,86.5,1.0
15.5,21.9,46.4,40,0,27.5,39.1,77.8,1.0
15.8,22.5,47.9,40,0,30.2,42.1,81.5,1.0
14.6,22.7,46.9,40,0,28.9,40.1,79.1,1.0
15.5,23.0,45.9,40,0,29.6,40.8,86.3,1.0
16.4,22.1,45.9,40,0,27.8,42.2,83.3,1.0
16.1,23.0,46.8,40,0,32.3,43.4,84.3,1.0
12.8,22.2,45.3,40,0,28.8,40.4,81.9,1.0
16.0,21.0,46.7,40,0,31.1,41.1,78.5,1.0
16.0,20.6,47.1,40,0,29.2,42.9,79.7,1.0
16.4,23.6,45.6,40,0,29.5,42.0,82.1,1.0
16.1,23.1,45.6,40,0,28.9,38.8,79.5,1.0
16.3,20.5,47.9,40,0,28.4,40.2,80.5,1.0
16.7,22.7,46.6,40,0,27.7,42.5,78.3,1.0
15.7,23.0,47.2,40,0,27.2,41.5,78.6,1.0
16.0,19.7,47.2,40,0,28.8,39.1,84.0,1.0
12.8,22.3,46.4,40,0,28.7,43.4,78.8,1.0
15.7,22.7,45.0,40,0,26.2,39.1,90.4,1.0
15.6,21.9,46.4,40,0,25.6,40.7,81.3,1.0
14.1,19.9,47.1,40,0,28.5,38.5,83.6,1.0
15.3,21.7,43.6,80,0,33.7,45.8,88.5,2.0
15.6,22.8,43.1,80,0,31.8,47.2,97.0,2.0
15.8,23.3,44.7,80,0,33.9,44.3,93.6,2.0
15.8,21.2,46.0,80,0,33.8,45.3,92.2,2.0
16.8,22.9,44.4,80,0,32.8,46.4,93.0,2.0
16.6,20.1,46.1,80,0,34.2,43.5,94.5,2.0
15.3,21.2,46.1,80,0,32.2,44.4,96.8,2.0
16.5,19.8,45.2,80,0,33.9,45.6,96.2,2.0
18.5,22.5,46.2,80,0,32.1,46.8,84.8,2.0
16.9,22.1,45.8,80,0,34.7,50.6,95.3,2.0
14.6,21.9,43.5,80,0,32.2,44.2,90.6,2.0
15.5,25.1,48.0,80,0,33.2,45.8,93.1,2.0
15.0,20.7,46.6,80,0,31.0,46.3,90.9,2.0
17.4,21.1,46.7,80,0,31.9,47.8,95.7,2.0
17.6,22.2,47.0,80,0,33.8,44.9,90.4,2.0
15.9,20.9,46.0,80,0,31.7,43.4,91.0,2.0
16.6,21.6,44.5,80,0,30.4,43.6,94.7,2.0
16.9,21.5,44.3,80,0,31.4,45.1,94.6,2.0
17.3,22.8,46.2,80,0,33.3,44.2,91.1,2.0
15.6,23.4,47.9,80,0,31.0,46.3,95.9,2.0
17.4,22.4,45.2,80,0,35.4,46.5,94.5,2.0
15.9,23.1,42.7,80,0,32.2,46.4,88.8,2.0
16.5,22.0,47.8,80,0,35.2,48.1,91.3,2.0
15.8,22.1,44.9,80,0,34.4,43.1,94.5,2.0
14.7,21.6,46.7,80,0,35.5,48.0,90.5,2.0
17.0,22.3,43.9,80,0,33.3,48.4,95.1,2.0
16.5,21.7,44.5,80,0,32.6,48.0,92.5,2.0
15.8,21.1,47.7,80,0,32.7,46.5,90.7,2.0
15.9,21.0,42.9,80,0,32.5,48.8,97.3,2.0
16.1,22.4,42.7,80,0,30.7,43.1,96.8,2.0
15.9,22.6,48.5,80,0,31.1,47.7,93.6,2.0
18.4,19.9,47.0,80,0,32.6,46.0,93.3,2.0
16.0,22.7,50.7,80,0,32.7,47.0,90.7,2.0
15.5,20.2,45.5,80,0,34.1,44.2,91.4,2.0
16.5,21.3,45.8,80,0,34.0,43.3,95.8,2.0
15.8,22.1,45.2,80,0,35.3,47.3,92.7,2.0
16.4,21.9,44.9,80,0,29.7,50.0,93.2,2.0
14.8,21.0,45.3,80,0,32.6,42.7,99.5,2.0
17.3,22.7,46.8,80,0,34.8,45.9,89.0,2.0
15.3,23.6,46.6,80,0,34.0,50.7,99.3,2.0
15.2,22.8,47.6,80,0,33.6,42.5,92.2,2.0
15.8,22.7,46.5,80,0,29.8,45.8,96.1,2.0
14.9,22.7,46.0,80,0,33.4,45.3,89.1,2.0
17.0,21.7,44.0,80,0,32.7,45.0,91.8,2.0
17.6,22.0,46.4,80,0,34.0,45.5,92.8,2.0
14.4,22.2,46.2,80,0,31.1,45.4,94.5,2.0
17.5,21.0,46.2,80,0,33.0,48.0,93.7,2.0
18.3,22.0,46.8,80,0,33.0,43.7,95.6,2.0
15.3,20.6,48.6,80,0,33.0,44.5,87.2,2.0
14.9,21.2,46.1,80,0,32.7,45.2,95.4,2.0
16.1,22.4,46.3,80,0,34.4,46.9,93.4,2.0
16.1,21.5,49.8,80,0,31.4,46.0,89.5,2.0
16.5,23.7,45.1,80,0,32.8,43.1,92.3,2.0
15.6,21.7,45.9,80,0,30.5,47.5,88.6,2.0
16.0,22.1,46.1,80,0,33.9,44.5,91.9,2.0
16.5,20.4,46.1,80,0,33.6,47.6,93.9,2.0
15.3,21.4,46.8,80,0,33.6,47.3,90.6,2.0
16.1,21.9,45.7,80,0,34.5,45.1,95.4,2.0
15.1,22.5,45.2,80,0,34.0,46.5,99.5,2.0
18.9,21.8,44.3,80,0,31.6,45.9,93.1,2.0
16.0,22.8,47.5,80,0,33.3,41.7,92.4,2.0
14.9,22.3,44.1,80,0,32.1,45.6,90.4,2.0
17.8,20.7,43.2,80,0,32.3,43.9,94.3,2.0
15.6,21.8,46.6,80,0,32.7,45.9,93.4,2.0
16.2,21.1,48.6,80,0,34.5,42.0,91.6,2.0
15.4,20.2,45.4,80,0,31.9,45.8,94.4,2.0
16.9,21.7,45.2,80,0,34.4,45.2,90.2,2.0
16.8,23.2,45.2,80,0,33.1,47.4,99.8,2.0
